#;SeasonStart;PlayerName;PlayerSalary;Pos;Age;Tm;FG%;PTS
10672;1992;Albert King;;SF;32;WSB;36,7;31
21198;2012;Alec Burks;$2,171,640.00 ;SG;20;UTA;42,9;425
21759;2013;Alec Burks;$2,202,000.00 ;SG;21;UTA;42;451
22352;2014;Alec Burks;$3,034,356.00 ;SG;22;UTA;45,7;1089
22950;2015;Alec Burks;$9,213,484.00 ;SG;23;UTA;40,3;374
23592;2016;Alec Burks;$10,154,495.00 ;SG;24;UTA;41;412
24174;2017;Alec Burks;$10,845,506.00 ;SG;25;UTA;39,9;283
10216;1991;Alec Kessler;$1,122,000.00 ;C;24;MIA;42,5;486
10670;1992;Alec Kessler;$762,000.00 ;PF;25;MIA;41,3;410
11115;1993;Alec Kessler;$922,000.00 ;PF;26;MIA;46,7;155
11595;1994;Alec Kessler;$1,402,000.00 ;PF;27;MIA;44;33
12970;1997;Aleksandar Djordjevic;;SG;29;POR;50;25
14843;2000;Aleksandar Radojevic;$1,425,120.00 ;C;23;TOR;28,6;7
17502;2005;Aleksandar Radojevic;;C;28;UTA;31,6;19
24096;2017;Alex Abrines;$5,725,000.00 ;SG;23;OKC;39,3;406
17663;2006;Alex Acker;$839,209.00 ;SG;23;DET;25;9
19339;2009;Alex Acker;;SG;26;TOT;39,5;72
19340;2009;Alex Acker;;SG;26;DET;36,4;9
19341;2009;Alex Acker;;SG;26;LAC;40;63
10949;1993;Alex Blackwell;;SF;22;LAL;33,3;34
6471;1982;Alex Bradley;;SF;22;NYK;52,4;137
4743;1977;Alex English*;;SF;23;MIL;47,7;310
5121;1978;Alex English*;;SF;24;MIL;54,2;790
5477;1979;Alex English*;;SF;25;IND;51,1;1299
5828;1980;Alex English*;;SF;26;TOT;49,7;1318
5829;1980;Alex English*;;SF;26;IND;50,4;806
5830;1980;Alex English*;;SF;26;DEN;48,5;512
6178;1981;Alex English*;;SF;27;DEN;49,4;1929
6545;1982;Alex English*;;SF;28;DEN;55,1;2082
6922;1983;Alex English*;;SF;29;DEN;51,6;2326
7299;1984;Alex English*;;SF;30;DEN;52,9;2167
7649;1985;Alex English*;;SF;31;DEN;51,8;2262
8017;1986;Alex English*;;SF;32;DEN;50,4;2414
8401;1987;Alex English*;;SF;33;DEN;50,3;2345
8783;1988;Alex English*;;SF;34;DEN;49,5;2000
9215;1989;Alex English*;;SF;35;DEN;49,1;2175
9661;1990;Alex English*;$1,500,000.00 ;SF;36;DEN;49,1;1433
10131;1991;Alex English*;$500,000.00 ;SF;37;DAL;43,9;763
16673;2004;Alex Garcia;$620,046.00 ;SG;23;SAS;14,3;3
17265;2005;Alex Garcia;;SG;24;NOH;34,6;44
84;1950;Alex Groza;;C;23;INO;47,8;1496
369;1951;Alex Groza;;C;24;INO;47;1429
92;1950;Alex Hannum*;;PF;26;SYR;36,3;482
372;1951;Alex Hannum*;;PF;27;SYR;36,8;471
532;1952;Alex Hannum*;;F-C;28;TOT;36,8;438
664;1953;Alex Hannum*;;PF;29;ROC;35,8;346
817;1954;Alex Hannum*;;PF;30;ROC;34,8;452
944;1955;Alex Hannum*;;PF;31;MLH;35,2;313
1056;1956;Alex Hannum*;;PF;32;STL;32,2;385
1159;1957;Alex Hannum*;;F-C;33;TOT;34,5;191
23192;2015;Alex Kirk;;C;23;CLE;25;4
22595;2014;Alex Len;$3,649,920.00 ;C;20;PHO;42,3;86
23211;2015;Alex Len;$3,807,120.00 ;C;21;PHO;50,7;432
23838;2016;Alex Len;$4,823,621.00 ;C;22;PHO;42,3;703
24413;2017;Alex Len;$4,187,599.00 ;C;23;PHO;49,7;613
24543;2017;Alex Poythress;;PF;23;PHI;46,3;64
18104;2006;Alex Scales;;SG;27;SAS;;0
24013;2016;Alex Stepheson;;PF;28;TOT;33,3;22
24014;2016;Alex Stepheson;;PF;28;LAC;100;2
24015;2016;Alex Stepheson;;PF;28;MEM;30,8;20
8217;1986;Alex Stivrins;;SF;23;SEA;25;3
11290;1993;Alex Stivrins;;PF-SF;30;TOT;48,7;41
11291;1993;Alex Stivrins;;PF;30;PHO;61,1;22
11292;1993;Alex Stivrins;;SF;30;LAC;0;0
11293;1993;Alex Stivrins;;SF;30;MIL;36,4;11
11294;1993;Alex Stivrins;;PF;30;ATL;44,4;8
18470;2007;Alexander Johnson;$687,456.00 ;PF;23;MEM;53,8;260
19027;2008;Alexander Johnson;;PF;24;MIA;48,8;179
9964;1990;Alexander Volkov;$650,000.00 ;C;25;ATL;48,2;357
10872;1992;Alexander Volkov;;C;27;ATL;44,1;662
22141;2013;Alexey Shved;$3,150,000.00 ;SG;24;MIN;37,2;665
22750;2014;Alexey Shved;$3,282,056.00 ;SG;25;MIN;32,1;250
23393;2015;Alexey Shved;;SG;26;TOT;39,7;434
23394;2015;Alexey Shved;;SG;26;PHI;40;169
23395;2015;Alexey Shved;;SG;26;HOU;33,3;29
23396;2015;Alexey Shved;;SG;26;NYK;40,3;236
19346;2009;Alexis Ajinca;;PF;20;CHA;36,2;70
19923;2010;Alexis Ajinca;$1,467,840.00 ;C;21;CHA;50;10
20504;2011;Alexis Ajinca;;C;22;TOT;44,4;143
20505;2011;Alexis Ajinca;;C;22;DAL;37,5;29
20506;2011;Alexis Ajinca;;C;22;TOR;46,5;114
22261;2014;Alexis Ajinca;$981,084.00 ;C;25;NOP;54,6;328
22872;2015;Alexis Ajinca;$4,300,000.00 ;C;26;NOP;55;443
23521;2016;Alexis Ajinca;$4,600,000.00 ;C;27;NOP;47,6;352
24102;2017;Alexis Ajinca;$4,961,798.00 ;C;28;NOP;50;207
20513;2011;Al-Farouq Aminu;$2,755,560.00 ;SF;20;LAC;39,4;457
21137;2012;Al-Farouq Aminu;$2,947,800.00 ;SF;21;NOH;41,1;399
21690;2013;Al-Farouq Aminu;$3,700,000.00 ;SF;22;NOH;47,5;555
22269;2014;Al-Farouq Aminu;$981,084.00 ;SF;23;NOP;47,4;572
22878;2015;Al-Farouq Aminu;$7,500,000.00 ;SF;24;DAL;41,2;412
23527;2016;Al-Farouq Aminu;$7,680,965.00 ;SF;25;POR;41,6;839
24107;2017;Al-Farouq Aminu;$7,319,035.00 ;SF;26;POR;39,3;532
558;1952;Alfred McGuire*;;PG;23;NYK;43,1;208
705;1953;Alfred McGuire*;;PG;24;NYK;39;352
848;1954;Alfred McGuire*;;PG;25;NYK;32,8;174
972;1955;Alfred McGuire*;;PG;26;BLB;28,1;23
8066;1986;Alfredrick Hughes;;SG;23;SAS;40,9;356
3876;1974;Allan Bristow;;SF;22;PHI;40;258
4140;1975;Allan Bristow;;SF;23;PHI;41,5;447
4684;1977;Allan Bristow;;SF;25;SAS;48,9;936
5053;1978;Allan Bristow;;SF;26;SAS;47,8;666
5423;1979;Allan Bristow;;SF;27;SAS;49,2;472
5764;1980;Allan Bristow;;SF;28;UTA;48;953
6112;1981;Allan Bristow;;SF;29;UTA;44,4;713
6481;1982;Allan Bristow;;SF;30;DAL;43,7;573
6855;1983;Allan Bristow;;SF;31;DAL;44,4;104
11561;1994;Allan Houston;$956,000.00 ;SG;22;DET;40,5;668
12027;1995;Allan Houston;;SG;23;DET;46,3;1101
12509;1996;Allan Houston;$5,000,000.00 ;SG;24;DET;45,3;1617
13069;1997;Allan Houston;$6,000,000.00 ;SG;25;NYK;42,3;1197
13627;1998;Allan Houston;$7,000,000.00 ;SG;26;NYK;44,7;1509
14171;1999;Allan Houston;;SG;27;NYK;41,8;813
14677;2000;Allan Houston;;SG;28;NYK;48,3;1614
15178;2001;Allan Houston;$12,750,000.00 ;SG;29;NYK;44,9;1459
15712;2002;Allan Houston;$14,343,750.00 ;SG;30;NYK;43,7;1567
16202;2003;Allan Houston;$15,937,500.00 ;SG;31;NYK;44,5;1845
16728;2004;Allan Houston;$17,531,250.00 ;SG;32;NYK;43,5;924
17316;2005;Allan Houston;$19,125,000.00 ;SG;33;NYK;41,5;237
18616;2007;Allan Ray;;SG;22;BOS;38,6;290
22389;2014;Allen Crabbe;$862,000.00 ;SG;21;POR;36,4;33
22992;2015;Allen Crabbe;$947,276.00 ;SG;22;POR;41,2;168
23625;2016;Allen Crabbe;$18,500,000.00 ;SG;23;POR;45,9;832
24210;2017;Allen Crabbe;$19,332,500.00 ;SG;24;POR;46,8;845
13076;1997;Allen Iverson*;$3,128,640.00 ;PG;21;PHI;41,6;1787
13636;1998;Allen Iverson*;$3,537,000.00 ;PG;22;PHI;46,1;1758
14177;1999;Allen Iverson*;$9,000,000.00 ;SG;23;PHI;41,2;1284
14685;2000;Allen Iverson*;;SG;24;PHI;42,1;1989
15186;2001;Allen Iverson*;$11,250,000.00 ;SG;25;PHI;42;2207
15721;2002;Allen Iverson*;;SG;26;PHI;39,8;1883
16213;2003;Allen Iverson*;;SG;27;PHI;41,4;2262
16738;2004;Allen Iverson*;$14,625,000.00 ;SG;28;PHI;38,7;1266
17330;2005;Allen Iverson*;$16,453,125.00 ;PG;29;PHI;42,4;2302
17904;2006;Allen Iverson*;;PG;30;PHI;44,7;2377
18446;2007;Allen Iverson*;$19,012,500.00 ;SG-PG;31;TOT;44,2;1709
18447;2007;Allen Iverson*;$19,012,500.00 ;PG;31;PHI;41,3;468
18448;2007;Allen Iverson*;$19,012,500.00 ;SG;31;DEN;45,4;1241
19007;2008;Allen Iverson*;$20,840,625.00 ;SG;32;DEN;45,8;2164
19602;2009;Allen Iverson*;$1,029,794.00 ;PG-SG;33;TOT;41,7;995
19603;2009;Allen Iverson*;$1,029,794.00 ;SG;33;DEN;45;56
19604;2009;Allen Iverson*;$1,029,794.00 ;PG;33;DET;41,6;939
20190;2010;Allen Iverson*;;SG-PG;34;TOT;43;385
20191;2010;Allen Iverson*;;PG;34;MEM;57,7;37
20192;2010;Allen Iverson*;;SG;34;PHI;41,7;348
5927;1980;Allen Leavell;;PG;22;HOU;50,3;843
6286;1981;Allen Leavell;;PG;23;HOU;47,1;642
6657;1982;Allen Leavell;;PG;24;HOU;46,7;864
7029;1983;Allen Leavell;;PG;25;HOU;41,5;1167
7384;1984;Allen Leavell;;PG;26;HOU;47,7;947
7732;1985;Allen Leavell;;PG;27;HOU;42,1;228
8109;1986;Allen Leavell;;PG;28;HOU;46,3;583
8482;1987;Allen Leavell;;PG;29;HOU;41,1;412
8882;1988;Allen Leavell;;SG;30;HOU;43,7;819
9317;1989;Allen Leavell;;SG;31;HOU;34,6;179
4880;1977;Allen Murphy;;SG;24;LAL;20;5
3992;1974;Allie McGuire;;SG;22;NYK;50;4
5049;1978;Alonzo Bradley;;SF;24;HOU;42,8;303
5416;1979;Alonzo Bradley;;SF;25;HOU;42;96
5758;1980;Alonzo Bradley;;SF;26;HOU;35,4;41
20101;2010;Alonzo Gee;$479,735.00 ;SG;22;WAS;47,5;81
20733;2011;Alonzo Gee;$854,389.00 ;SG;23;TOT;45,8;331
20734;2011;Alonzo Gee;$854,389.00 ;SG;23;SAS;33,3;2
20735;2011;Alonzo Gee;$854,389.00 ;SG;23;WAS;44,4;32
20736;2011;Alonzo Gee;$854,389.00 ;SG;23;CLE;46,2;297
21312;2012;Alonzo Gee;$3,500,000.00 ;SG;24;CLE;41,2;665
21860;2013;Alonzo Gee;$3,250,000.00 ;SF;25;CLE;41;842
22472;2014;Alonzo Gee;$1,063,384.00 ;SF;26;CLE;41,5;258
23076;2015;Alonzo Gee;$1,375,000.00 ;SF;27;TOT;46,8;241
23077;2015;Alonzo Gee;$1,375,000.00 ;SF;27;DEN;48,2;190
23078;2015;Alonzo Gee;$1,375,000.00 ;SF;27;POR;42,9;51
23691;2016;Alonzo Gee;$1,400,000.00 ;SF;28;NOP;51,8;325
24277;2017;Alonzo Gee;;SF;29;DEN;21,4;11
11174;1993;Alonzo Mourning*;$3,120,000.00 ;C;22;CHH;51,1;1639
11668;1994;Alonzo Mourning*;$3,840,000.00 ;C;23;CHH;50,5;1287
12122;1995;Alonzo Mourning*;$4,560,000.00 ;C;24;CHH;51,9;1643
12614;1996;Alonzo Mourning*;$9,380,000.00 ;C;25;MIA;52,3;1623
13195;1997;Alonzo Mourning*;;C;26;MIA;53,4;1310
13729;1998;Alonzo Mourning*;$13,130,000.00 ;C;27;MIA;55,1;1115
14276;1999;Alonzo Mourning*;;C;28;MIA;51,1;924
14792;2000;Alonzo Mourning*;$16,880,000.00 ;C;29;MIA;55,1;1718
15308;2001;Alonzo Mourning*;$18,754,800.00 ;C;30;MIA;51,8;177
15825;2002;Alonzo Mourning*;$20,629,800.00 ;C;31;MIA;51,6;1178
16851;2004;Alonzo Mourning*;$5,408,700.00 ;C;33;NJN;46,5;96
17437;2005;Alonzo Mourning*;$4,000,000.00 ;C-PF;34;TOT;47,2;282
17438;2005;Alonzo Mourning*;$4,000,000.00 ;PF;34;NJN;45,3;187
17439;2005;Alonzo Mourning*;$4,000,000.00 ;C;34;MIA;51,6;95
18007;2006;Alonzo Mourning*;$4,225,433.00 ;C;35;MIA;59,7;509
18554;2007;Alonzo Mourning*;$2,762,500.00 ;C;36;MIA;56;661
19120;2008;Alonzo Mourning*;;C;37;MIA;54,7;149
11505;1994;Alphonso Ford;;PG;22;SEA;53,8;16
11977;1995;Alphonso Ford;;SG;23;PHI;23,1;19
15655;2002;Alton Ford;$512,435.00 ;PF;20;PHO;51,7;164
16140;2003;Alton Ford;$586,082.00 ;PF;21;PHO;33,3;7
16661;2004;Alton Ford;;PF;22;HOU;54,5;15
6661;1982;Alton Lister;;C;23;MIL;51,9;362
7034;1983;Alton Lister;;PF;24;MIL;52,9;674
7389;1984;Alton Lister;;PF;25;MIL;50;626
7736;1985;Alton Lister;;C;26;MIL;53,8;798
8114;1986;Alton Lister;;C;27;MIL;55,1;796
8486;1987;Alton Lister;;C;28;SEA;50,4;871
8887;1988;Alton Lister;;C;29;SEA;50,4;461
9325;1989;Alton Lister;;C;30;SEA;49,9;657
9781;1990;Alton Lister;$1,700,000.00 ;C;31;GSW;50;12
10243;1991;Alton Lister;$1,333,000.00 ;C;32;GSW;47,8;491
10696;1992;Alton Lister;$1,283,000.00 ;C;33;GSW;55,7;102
11139;1993;Alton Lister;;C;34;GSW;45,2;45
12075;1995;Alton Lister;$300,000.00 ;C;36;MIL;49,3;167
12556;1996;Alton Lister;$500,000.00 ;C;37;TOT;48,6;143
12557;1996;Alton Lister;$500,000.00 ;C;37;MIL;44,4;10
12558;1996;Alton Lister;$500,000.00 ;C;37;BOS;49;133
13131;1997;Alton Lister;$272,250.00 ;C;38;BOS;41,6;87
13677;1998;Alton Lister;;C;39;POR;37,5;6
4376;1976;Alvan Adams;;C;21;PHO;46,9;1519
4652;1977;Alvan Adams;;C;22;PHO;47,4;1296
5012;1978;Alvan Adams;;C;23;PHO;48,5;1082
5384;1979;Alvan Adams;;C;24;PHO;53;1369
5729;1980;Alvan Adams;;C;25;PHO;53,1;1118
6089;1981;Alvan Adams;;C;26;PHO;52,6;1115
6450;1982;Alvan Adams;;C;27;PHO;49,4;1196
6824;1983;Alvan Adams;;C;28;PHO;48,6;1135
7216;1984;Alvan Adams;;C;29;PHO;46,2;670
7560;1985;Alvan Adams;;PF;30;PHO;52;1202
7923;1986;Alvan Adams;;C;31;PHO;50,2;841
8303;1987;Alvan Adams;;C;32;PHO;50,3;756
8683;1988;Alvan Adams;;C;33;PHO;49,6;611
12497;1996;Alvin Heggs;;SF;28;HOU;60;8
15746;2002;Alvin Jones;;C;23;PHI;40;26
7809;1985;Alvin Robertson;;SG;22;SAS;49,8;726
8191;1986;Alvin Robertson;;SG;23;SAS;51,4;1392
8568;1987;Alvin Robertson;;SG;24;SAS;46,6;1435
8978;1988;Alvin Robertson;;SG;25;SAS;46,5;1610
9417;1989;Alvin Robertson;;SG;26;SAS;48,3;1122
9880;1990;Alvin Robertson;$870,000.00 ;SG;27;MIL;50,3;1153
10334;1991;Alvin Robertson;$1,033,000.00 ;SG;28;MIL;48,5;1098
10795;1992;Alvin Robertson;$1,283,000.00 ;SG;29;MIL;43;1010
11241;1993;Alvin Robertson;$1,408,000.00 ;SG;30;TOT;45,8;618
11242;1993;Alvin Robertson;$1,408,000.00 ;SG;30;MIL;47,9;339
11243;1993;Alvin Robertson;$1,408,000.00 ;SG;30;DET;43,4;279
12695;1996;Alvin Robertson;;SG;33;TOR;47;718
5298;1978;Alvin Scott;;SF;22;PHO;48,8;492
5650;1979;Alvin Scott;;SF;23;PHO;53,5;544
6014;1980;Alvin Scott;;SF;24;PHO;42,2;350
6383;1981;Alvin Scott;;SF;25;PHO;49,7;444
6746;1982;Alvin Scott;;SF;26;PHO;49,7;486
7127;1983;Alvin Scott;;SF;27;PHO;47,9;329
7477;1984;Alvin Scott;;SF;28;PHO;44,4;167
7827;1985;Alvin Scott;;SF;29;PHO;42,9;276
14380;1999;Alvin Sims;;SG;24;PHO;40;11
13933;1998;Alvin Williams;;SG;23;TOT;44,3;324
13934;1998;Alvin Williams;;SG;23;POR;45,8;283
13935;1998;Alvin Williams;;SG;23;TOR;36,4;41
14445;1999;Alvin Williams;$1,925,000.00 ;PG;24;TOR;40,1;248
14947;2000;Alvin Williams;$2,100,000.00 ;PG;25;TOR;39,7;292
15483;2001;Alvin Williams;$5,350,000.00 ;SG;26;TOR;43;802
15989;2002;Alvin Williams;$5,350,000.00 ;PG;27;TOR;41,5;971
16467;2003;Alvin Williams;$5,500,000.00 ;PG;28;TOR;43,8;1027
17050;2004;Alvin Williams;$5,850,000.00 ;SG;29;TOR;40,5;494
18207;2006;Alvin Williams;$4,483,516.00 ;PG;31;TOR;0;1
18721;2007;Alvin Williams;$4,516,484.00 ;PG;32;LAC;0;2
13163;1997;Amal McCaskill;$20,700.00 ;C;23;ORL;31,3;28
15796;2002;Amal McCaskill;$699,935.00 ;C;28;SAS;40,8;52
16284;2003;Amal McCaskill;;C;29;ATL;23,5;11
16817;2004;Amal McCaskill;$932,546.00 ;C;30;PHI;40,2;113
16415;2003;Amar'e Stoudemire;;PF;20;PHO;47,2;1106
16976;2004;Amar'e Stoudemire;;PF;21;PHO;47,5;1133
17563;2005;Amar'e Stoudemire;;C;22;PHO;55,9;2080
18132;2006;Amar'e Stoudemire;;C;23;PHO;33,3;26
18669;2007;Amar'e Stoudemire;;C;24;PHO;57,5;1671
19241;2008;Amar'e Stoudemire;;C;25;PHO;59;1989
19845;2009;Amar'e Stoudemire;;PF;26;PHO;53,9;1134
20417;2010;Amar'e Stoudemire;;PF;27;PHO;55,7;1896
21027;2011;Amar'e Stoudemire;;C;28;NYK;50,2;1971
21586;2012;Amar'e Stoudemire;;PF;29;NYK;48,3;823
22165;2013;Amar'e Stoudemire;;PF;30;NYK;57,7;413
22774;2014;Amar'e Stoudemire;;C;31;NYK;55,7;772
23425;2015;Amar'e Stoudemire;;PF;32;TOT;55,7;680
23426;2015;Amar'e Stoudemire;;PF;32;NYK;54,3;432
23427;2015;Amar'e Stoudemire;;PF;32;DAL;58,1;248
24019;2016;Amar'e Stoudemire;;C;33;MIA;56,6;300
17926;2006;Amir Johnson;$664,209.00 ;SF;18;DET;70;20
18471;2007;Amir Johnson;$3,666,666.00 ;PF;19;DET;54,5;47
19028;2008;Amir Johnson;$3,666,667.00 ;PF;20;DET;55,8;221
19623;2009;Amir Johnson;$3,666,666.00 ;PF;21;DET;59,5;217
20222;2010;Amir Johnson;$5,000,000.00 ;PF;22;TOR;62,3;511
20825;2011;Amir Johnson;$5,500,000.00 ;PF;23;TOR;56,8;688
21407;2012;Amir Johnson;$6,000,000.00 ;PF;24;TOR;57,6;452
21945;2013;Amir Johnson;$6,500,000.00 ;PF;25;TOR;55,4;813
22559;2014;Amir Johnson;$7,000,000.00 ;PF;26;TOR;56,2;799
23166;2015;Amir Johnson;$12,000,000.00 ;PF;27;TOR;57,4;694
23792;2016;Amir Johnson;$12,000,000.00 ;PF;28;BOS;58,5;577
24373;2017;Amir Johnson;$11,000,000.00 ;PF;29;BOS;57,6;520
17601;2005;Anderson Varejao;$866,800.00 ;PF;22;CLE;51,3;266
18170;2006;Anderson Varejao;$945,600.00 ;C;23;CLE;52,7;219
18692;2007;Anderson Varejao;$5,356,000.00 ;C;24;CLE;47,6;547
19269;2008;Anderson Varejao;$5,784,480.00 ;C;25;CLE;46,1;321
19872;2009;Anderson Varejao;$6,300,000.00 ;PF;26;CLE;53,6;694
20455;2010;Anderson Varejao;$7,281,818.00 ;PF;27;CLE;57,2;651
21064;2011;Anderson Varejao;$7,700,000.00 ;C;28;CLE;52,8;282
21622;2012;Anderson Varejao;$8,368,182.00 ;C;29;CLE;51,4;271
22205;2013;Anderson Varejao;$9,036,364.00 ;C;30;CLE;47,8;353
22816;2014;Anderson Varejao;$9,704,595.00 ;C;31;CLE;49,5;546
23461;2015;Anderson Varejao;$9,638,554.00 ;C;32;CLE;55,5;255
24048;2016;Anderson Varejao;$1,984,005.00 ;C;33;TOT;42,7;138
24049;2016;Anderson Varejao;$1,984,005.00 ;C;33;CLE;42,1;80
24050;2016;Anderson Varejao;$1,984,005.00 ;C;33;GSW;43,8;58
24637;2017;Anderson Varejao;$1,913,345.00 ;C;34;GSW;35,7;18
14310;1999;Andrae Patterson;$385,000.00 ;PF;23;MIN;44,3;114
14823;2000;Andrae Patterson;$498,500.00 ;PF;24;MIN;75;6
17718;2006;Andray Blatche;$664,209.00 ;PF;19;WAS;38,8;65
18272;2007;Andray Blatche;$2,470,000.00 ;PF;20;WAS;43,7;206
18796;2008;Andray Blatche;$2,739,669.00 ;PF;21;WAS;47,4;618
19397;2009;Andray Blatche;$3,000,000.00 ;C;22;WAS;47,1;713
19978;2010;Andray Blatche;$5,900,000.00 ;PF;23;WAS;47,8;1143
20575;2011;Andray Blatche;$6,442,083.00 ;PF;24;WAS;44,5;1076
21177;2012;Andray Blatche;$7,118,502.00 ;PF;25;WAS;38;221
21737;2013;Andray Blatche;$1,375,604.00 ;C;26;BRK;51,2;843
22322;2014;Andray Blatche;$8,471,339.00 ;PF;27;BRK;47,6;821
17113;2005;Andre Barrett;;PG;22;TOT;36,3;118
17114;2005;Andre Barrett;;PG;22;HOU;29;56
17115;2005;Andre Barrett;;PG;22;ORL;45,5;62
17697;2006;Andre Barrett;$744,551.00 ;PG;23;TOT;36,5;87
17698;2006;Andre Barrett;$744,551.00 ;PG;23;PHO;42,9;9
17699;2006;Andre Barrett;$744,551.00 ;PG;23;TOR;36,1;78
18255;2007;Andre Barrett;;PG;24;CHI;50;8
18781;2008;Andre Barrett;;PG;25;LAC;40;6
18289;2007;Andre Brown;$711,517.00 ;PF;25;SEA;56,8;93
18816;2008;Andre Brown;;PF;26;MEM;50;100
19416;2009;Andre Brown;;PF;27;CHA;14,3;4
23015;2015;Andre Dawkins;;SG;23;MIA;16,7;3
21822;2013;Andre Drummond;$2,462,400.00 ;C;19;DET;60,8;476
22434;2014;Andre Drummond;$2,568,360.00 ;C;20;DET;62,3;1095
23036;2015;Andre Drummond;$3,272,091.00 ;C;21;DET;51,4;1130
23649;2016;Andre Drummond;$22,116,750.00 ;C;22;DET;52,1;1314
24233;2017;Andre Drummond;$23,775,506.00 ;C;23;DET;53;1105
17244;2005;Andre Emmett;$641,748.00 ;SG;22;MEM;33,3;7
21272;2012;Andre Emmett;;SF;29;NJN;57,1;13
17327;2005;Andre Iguodala;$2,058,000.00 ;SG;21;PHI;49,3;741
17901;2006;Andre Iguodala;$2,201,640.00 ;SF;22;PHI;50;1007
18441;2007;Andre Iguodala;;SG;23;PHI;44,7;1386
19002;2008;Andre Iguodala;$11,300,000.00 ;SF;24;PHI;45,6;1630
19599;2009;Andre Iguodala;$12,200,000.00 ;SF;25;PHI;47,3;1541
20186;2010;Andre Iguodala;$12,345,250.00 ;SF;26;PHI;44,3;1401
20801;2011;Andre Iguodala;$13,531,750.00 ;SF;27;PHI;44,5;945
21385;2012;Andre Iguodala;$14,968,250.00 ;SF;28;PHI;45,4;771
21924;2013;Andre Iguodala;$12,868,632.00 ;SG;29;DEN;45,1;1038
22539;2014;Andre Iguodala;$12,289,544.00 ;SF;30;GSW;48;588
23145;2015;Andre Iguodala;$11,710,456.00 ;SF;31;GSW;46,6;604
23772;2016;Andre Iguodala;$11,131,368.00 ;SF;32;GSW;47,8;457
24353;2017;Andre Iguodala;$14,814,815.00 ;SF;33;GSW;52,8;574
4859;1977;Andre McCarter;;PG;23;KCK;46,3;270
5224;1978;Andre McCarter;;PG;24;KCK;0;0
6308;1981;Andre McCarter;;PG;27;WSB;37,8;122
14779;2000;Andre Miller;$1,808,400.00 ;PG;23;CLE;44,9;914
15287;2001;Andre Miller;$1,934,520.00 ;PG;24;CLE;45,2;1296
15810;2002;Andre Miller;$2,460,709.00 ;PG;25;CLE;45,4;1335
16293;2003;Andre Miller;$8,000,000.00 ;PG;26;LAC;40,6;1088
16837;2004;Andre Miller;;PG;27;DEN;45,7;1214
17420;2005;Andre Miller;$8,100,000.00 ;PG;28;DEN;47,7;1113
17996;2006;Andre Miller;$8,733,333.00 ;PG;29;DEN;46,3;1126
18542;2007;Andre Miller;;PG;30;TOT;46,6;1075
18543;2007;Andre Miller;;PG;30;DEN;47,2;300
18544;2007;Andre Miller;;PG;30;PHI;46,4;775
19108;2008;Andre Miller;$10,333,334.00 ;PG;31;PHI;49,2;1398
19698;2009;Andre Miller;$6,730,800.00 ;PG;32;PHI;47,3;1337
20304;2010;Andre Miller;$7,269,264.00 ;PG;33;POR;44,5;1146
20898;2011;Andre Miller;$7,807,728.00 ;PG;34;POR;46;1029
21480;2012;Andre Miller;$5,000,000.00 ;SG;35;DEN;43,8;639
22038;2013;Andre Miller;$5,000,000.00 ;PG;36;DEN;47,9;786
22637;2014;Andre Miller;$4,625,000.00 ;SG;37;TOT;45,9;283
22638;2014;Andre Miller;$4,625,000.00 ;SG;37;DEN;45,8;176
22639;2014;Andre Miller;$4,625,000.00 ;SG;37;WAS;46;107
23254;2015;Andre Miller;$1,499,187.00 ;PG;38;TOT;50;355
23255;2015;Andre Miller;$1,499,187.00 ;PG;38;WAS;54,2;183
23256;2015;Andre Miller;$1,499,187.00 ;PG;38;SAC;45,9;172
23886;2016;Andre Miller;;PG;39;TOT;55,7;144
23887;2016;Andre Miller;;PG;39;MIN;62,1;88
23888;2016;Andre Miller;;PG;39;SAS;47,9;56
8923;1988;Andre Moore;;PF-SF;23;TOT;33,3;24
8924;1988;Andre Moore;;PF;23;DEN;29,2;20
8925;1988;Andre Moore;;SF;23;MIL;66,7;4
18042;2006;Andre Owens;$676,800.00 ;PG;25;UTA;36,5;69
19155;2008;Andre Owens;;PG;27;IND;37,4;123
22723;2014;Andre Roberson;$1,160,880.00 ;SG;22;OKC;48,5;75
23359;2015;Andre Roberson;$1,210,800.00 ;SG;23;OKC;45,8;228
23965;2016;Andre Roberson;$2,183,072.00 ;SG;24;OKC;49,6;337
24556;2017;Andre Roberson;$9,259,259.00 ;SF;25;OKC;46,4;522
11280;1993;Andre Spencer;$250,000.00 ;SF;28;TOT;44,8;187
11281;1993;Andre Spencer;$250,000.00 ;SF;28;ATL;0;0
11282;1993;Andre Spencer;$250,000.00 ;SF;28;GSW;45,6;187
11768;1994;Andre Spencer;;SF;29;TOT;44,1;159
11769;1994;Andre Spencer;;SF;29;GSW;50;21
11770;1994;Andre Spencer;;SF;29;SAC;43;138
8625;1987;Andre Turner;;PG;22;BOS;40;4
9044;1988;Andre Turner;;PG;23;HOU;35,3;35
9490;1989;Andre Turner;;PG;24;MIL;50;6
9948;1990;Andre Turner;$110,000.00 ;PG;25;TOT;28,9;26
9949;1990;Andre Turner;$110,000.00 ;PG;25;LAC;15,4;4
9950;1990;Andre Turner;$110,000.00 ;PG;25;CHH;36;22
10397;1991;Andre Turner;$130,000.00 ;PG;26;PHI;43,9;412
10865;1992;Andre Turner;$140,000.00 ;PG;27;WSB;42,5;284
